flight, total cost 15 min. delay (€), total cost 30 min. delay (€), total cost 60 min. delay (€)
FT158966,214500,1220250,6083250
KJ31955,138750,502500,2465250
KJ33228,11250,231750,1665000
RY169288,3000,343500,3031500
FT215212,185250,681750,3762000
FT88036,39750,162000,1103250
RT94688,21000,100500,1208250
ED145586,144000,548250,2629500
FT103192,9750,323250,2817750
RY104989,9750,162000,2628750
XC183558,1500,67500,1549500
FT100300,7500,199500,1728000
ED159069,8250,213000,1910250
XC12113,13500,213000,1710000
XC180907,84000,248250,2013750
AR133305,185250,573000,2570250
RT41497,84000,298500,1770750
ED9105,43500,207000,2115000
RY111901,172500,713250,3642750
AR156134,5250,238500,1755750
XC24791,15750,276750,2065500
AR163625,339000,1566000,6696750
RT27735,125250,693000,3622500
AR133641,69000,613500,3474000
VL205478,750,71250,650250
RY8720,63000,606750,4255500
VL187687,17250,45750,378000
XC87591,8250,54000,596250
XC41943,64500,467250,2689500
AR134868,34500,479250,3553500
ED114602,156750,676500,3088500
FT103936,75750,224250,843000
KJ62783,69000,617250,3558000
RY38815,149250,660750,3443250
AR133813,3000,212250,2358000
XC24520,3000,182250,1873500
XC29895,141000,855000,5229000
AR959,3750,7500,15000
ED66470,14250,88500,1170750
KJ113556,33000,212250,1826250
KJ67976,102750,390750,2231250
RT163099,5250,26250,348750
FT5190,57750,251250,1662750
RT119530,750,63750,444000
VL59997,289500,1098000,4115250
RY168196,44250,201750,1815000
XC183093,311250,1391250,8439000
FT178740,609000,2316750,11233500
RT52958,2250,132750,3440250
RY65938,280500,1581000,8934000
VL185673,119250,1149000,7175250
FT207445,637500,3000750,17433000
KJ113871,81000,978000,8769750
RY148389,31500,246750,2684250
VL179570,4500,9000,181500
RY11006,6000,23250,1149000
RY77377,6000,34500,876000
VL86849,140250,1174500,8616000
AR127120,333750,2004000,11258250
KJ119460,120000,885000,5706750
VL121643,750,1500,425250
ED119984,8250,18000,1817250
ED144442,93000,621750,7000500
VL164953,115500,623250,4836750
KJ182488,394500,1941000,9555750
VL204244,540750,1851000,9583500
ED44184,16500,234000,4234500
XC61344,372000,1538250,8062500
FT38641,238500,941250,5955750
RT24166,22500,271500,3315000
XC191885,314250,1262250,8013000
FT71071,393750,1751250,8456250
XC179479,183000,614250,3804000
RT155695,221250,715500,4116000
VL176888,28500,104250,1398000
RY113000,24000,303000,3132750
ED40214,49500,168750,3858750
FT102965,750,93750,3291000
RT165168,240000,837000,4041000
XC127416,255000,967500,6711750
FT77163,278250,1080750,6147750
RY124853,12750,764250,7901250
AR194155,81750,660000,5876250
FT107247,8250,268500,3372000
RT61213,261750,1180500,6183750
VL120522,423750,1205250,6241500
AR34655,3750,8250,220500
ED180679,3750,7500,851250
VL30960,74250,870000,5367000
VL86012,90000,526500,4400250
XC119856,371250,1421250,8234250
XC44442,6750,345000,4113750
ED151020,235500,686250,3623250
KJ67421,103500,719250,5382000
RY125115,66750,699000,6156000
AR38718,27750,654000,6723750
ED165900,486750,1617000,7686750
KJ6307,21750,407250,3828750
XC39759,215250,887250,4685250
ED94045,213750,1152750,8157750
FT14995,8250,275250,3227250
RT157680,144750,695250,6027750
RT194547,160500,736500,6158250
ED110661,208500,803250,3938250
RY181493,1500,75750,1179750
ED32901,8250,633750,5411250
KJ174462,17250,220500,2673750
RT118316,104250,774750,5285250
VL4909,130500,670500,4221000
FT31670,9000,264750,4217250
KJ139622,29250,304500,3693750
RT156855,3000,11250,691500
RT47414,455250,1655250,7340250
VL198691,432000,2383500,12187500
KJ202969,4500,110250,2265750
AR15612,15750,168750,2006250
ED167099,132000,600750,3633750
RT45350,5250,562500,5108250
RY104629,31500,237750,3225750
AR136698,373500,1671750,9520500
KJ81593,16500,205500,3622500
RY203748,21000,170250,2652000
RY43894,219750,980250,6373500
VL94239,234000,1527000,9240000
RT76967,45000,269250,3060000
VL24263,147000,1274250,7791750
KJ214572,78750,750750,6519750
VL71334,1500,3000,1656750
KJ3677,7500,260250,2636250
VL186799,2250,4500,508500
XC202582,240000,1404000,7817250
AR46977,122250,570000,3537000
ED49995,320250,1119750,6214500
RY20063,134250,772500,4247250
AR111740,204000,726750,4303500
FT32825,172500,591000,4102500
FT46605,393000,1650750,8221500
RY31642,5250,27750,1782750
AR176920,14250,79500,1596750
ED83586,279000,1222500,7344750
VL87761,6000,12000,400500
FT197449,111000,617250,5103750
VL6339,117750,477750,3258750
XC180748,13500,48750,1467750
AR100958,750,1500,531000
RT189405,355500,1626000,7987500
FT149835,69750,227250,2399250
RT16552,8250,103500,2766000
FT164001,170250,1061250,6682500
FT173885,362250,1401750,6746250
FT179880,91500,1547250,10292250
VL153196,51000,309750,2435250
XC5698,226500,945750,5327250
AR71922,57000,218250,2170500
KJ145241,165750,678000,4068750
AR95305,3000,6000,602250
FT116990,26250,225000,1604250
RT90775,11250,296250,3358500
ED216444,3750,15750,281250
FT137510,141750,777750,5137500
RY170649,86250,579750,4792500
VL88469,183000,761250,4119000
XC200641,3750,86250,1470000
FT204952,4500,92250,2484000
KJ151247,68250,622500,4131000
RT148016,188250,992250,6528750
RY157260,212250,1008000,6108750
XC215492,642750,2148750,8864250
RT39656,86250,216000,1307250
RY132021,331500,1824750,8961750
VL81734,85500,288000,2586000
VL82914,5250,216750,2013000
RY28566,27750,483000,4265250
RY166496,148500,717750,4205250
ED210964,750,65250,1473750
FT109269,267000,1542750,9239250
VL29865,750,45000,763500
AR8318,7500,15000,621750
RY153426,7500,99750,1650750
ED107432,396000,1740000,8139000
ED170134,102750,990000,5930250
RY76438,228750,894750,4287750
VL130939,69750,586500,5455500
FT114570,135000,764250,4615500
RT6850,3000,60750,2143500
VL210044,112500,501750,3489000
FT194850,3750,390000,3895500
FT3658,137250,854250,5460000
KJ86765,167250,642000,3444750
AR199940,267000,1119750,6276750
ED159840,4500,39000,471750
KJ17112,50250,376500,3456750
RT202404,106500,633750,3627750
ED54900,138750,717750,4890000
AR148343,6000,16500,386250
FT172547,94500,639000,4504500
ED8000,195000,965250,4563000
AR18242,750,113250,1299750
FT137645,87750,303000,1672500
RT120759,54750,470250,4657500
XC87939,19500,236250,1669500
AR78818,8250,276000,2582250
FT24547,90750,551250,3590250
RY66049,261000,1149000,6134250
KJ96401,40500,314250,2519250
ED152154,37500,545250,4257000
AR139580,250500,897750,3648000
KJ15018,6750,89250,1759500
KJ41020,70500,401250,1806000
RT60284,3750,62250,1173750
RY117077,132750,525750,2774250
AR161757,10500,240000,2877000
RT133103,216750,1273500,7205250
RY7138,308250,1270500,6555000
FT122104,11250,195750,2286000
VL97335,174000,824250,5101500
KJ133134,33750,185250,3018750
RT138414,228750,951750,5222250
RY137095,7500,15000,247500
ED118435,163500,412500,2154000
AR118411,175500,1123500,5607750
FT81018,1500,3000,513000
FT81030,78000,458250,4033500
XC68224,31500,511500,4360500
AR197628,22500,204750,2706000
ED5231,41250,346500,2313000
FT134896,14250,111000,1666500
RY38104,33750,135000,1710000
RY176563,120750,478500,1897500
XC67387,55500,240000,2051250
AR191725,629250,2158500,8694000
RY190856,58500,741000,5186250
RY37408,21000,267000,2338500
ED89021,6000,59250,756750
XC81984,35250,145500,1525500
AR65081,6750,123750,1467000
KJ143944,66000,447000,2814750
ED156642,123750,582750,3431250
KJ109923,134250,578250,3760500
ED42837,15750,31500,490500
ED45957,2250,214500,1344000
FT194989,252750,1032000,4576500
RY198382,10500,620250,4365000
AR146819,17250,111750,957000
FT160620,367500,1346250,5452500
AR90043,31500,155250,2109750
AR80087,11250,149250,2827500
RT154524,6750,164250,1685250
RT70560,43500,192750,1992000
ED119920,89250,447000,2616750
KJ150306,42000,189750,1267500
RY63142,21000,168000,1467750
XC138583,36750,237750,1074750
ED67353,7500,59250,1038750
VL214500,213750,589500,2678250
XC102740,16500,164250,1104000
KJ19406,49500,350250,2793750
KJ219586,8250,16500,451500
AR161828,1500,77250,1392000
AR179461,2250,25500,513000
FT135919,7500,82500,1178250
KJ9930,145500,733500,3708750
RY196365,2250,78000,462750
FT108174,65250,222000,1426500
ED39717,111750,810000,4549500
RT8412,37500,316500,1767750
RY204125,9000,233250,1983000
RY75559,10500,60000,1817250
RT77542,91500,411000,2432250
AR153637,41250,274500,1827000
VL92413,164250,759750,3597000
ED186688,184500,671250,2349750
VL38214,192750,942750,5814750
XC3197,182250,759000,3630750
XC214488,19500,214500,1349250
RT75947,53250,327000,1962750
VL179683,30750,111750,927750
XC162029,54000,452250,2747250
ED7724,5250,17250,705750
KJ208166,5250,10500,151500
XC60966,5250,109500,1542000
RY142595,78750,248250,1783500
XC87818,6000,76500,591000
XC96358,10500,166500,1691250
KJ149185,126000,607500,3123000
ED94942,27000,226500,2868750
RY147939,30000,441000,3532500
RY204166,392250,1493250,6526500
ED115613,90000,472500,3111000
AR191263,1500,3000,206250
FT135831,211500,886500,4938750
RY107618,28500,144000,1641000
VL34273,143250,403500,2476500
FT211113,14250,73500,870750
FT6254,2250,311250,2168250
ED34814,83250,410250,2361000
VL28705,96750,536250,3196500
VL140028,21000,153000,1183500
AR97858,44250,315750,1980000
XC112031,87750,507750,3638250
VL159520,91500,419250,1977750
XC193752,155250,534000,2260500
AR203310,6000,38250,918750
AR216602,41250,243750,1440750
AR22779,168000,669750,3013500
AR93749,83250,393000,2235750
VL22588,23250,231000,1429500
FT3302,68250,242250,1359750
FT87002,26250,282750,1992000
AR104112,273750,996000,3957750
VL5362,66000,340500,2101500
KJ25639,31500,135000,1787250
XC129808,124500,858750,5844750
VL19471,71250,431250,2859750
FT69447,269250,1072500,5409000
RY206063,672000,2722500,12433500
ED147929,304500,1541250,9882000
FT38810,5250,10500,21000
VL1097,218250,1050000,6860250
VL57934,12750,459750,5653500
VL81408,750,1500,799500
XC180868,7500,137250,3462000
KJ59322,8250,108000,2283000
RY143164,8250,282750,3117000
RT180691,27750,462000,5304750
VL154411,1500,3000,89250
RT79374,11250,472500,5274750
ED64724,3750,195000,2538000
AR39191,125250,540000,2825250
RT92841,54000,654750,6069000
AR136837,119250,643500,5816250
AR6539,32250,590250,5788500
RT171598,21750,353250,3923250
RT94095,750,324000,2967000
VL207798,7500,68250,1884750
KJ52689,50250,207000,2189250
RT169385,1500,511500,4854000
RT91822,1500,10500,410250
RY190771,1500,111750,1855500
FT142539,201750,1134000,5981250
KJ184723,5250,228000,4086750
RT175562,2250,212250,3887250
RT204680,2250,30000,850500
KJ105846,3000,6000,1176750
RT62296,8250,105750,1696500
AR175382,319500,1297500,6099000
KJ27916,5250,10500,462000
KJ59772,177750,821250,6387000
VL120447,150000,595500,2750250
RT41770,6000,21000,126000
VL126220,6000,53250,1079250
AR47165,119250,822000,4503000
ED202055,15000,594000,5427750
RY174987,7500,66000,842250
RY95632,7500,51000,2066250
VL113369,36000,224250,3330000
ED138350,279000,1119750,6616500
FT177044,240750,1395750,7395000
RY102068,443250,1818000,9555000
XC148313,54750,255000,3328500
ED163489,4500,12000,921750
RY109983,1500,11250,1061250
VL2361,1500,352500,2752500
RY62347,236250,889500,5324250
RT179035,3000,131250,2568000
VL38341,3750,97500,2148000
ED192090,69000,1054500,6350250
VL125281,46500,297000,2339250
FT10217,114750,672750,4954500
FT37272,61500,267000,2673000
RT115758,5250,216000,2031000
ED103711,201000,1030500,6062250
VL147065,654750,2106000,10261500
AR193075,30750,492750,5295750
KJ205755,8250,372000,3564000
KJ3917,9000,308250,2635500
RY23766,1500,543750,4547250
KJ209100,2250,45750,921000
RY136981,75750,426750,2994750
FT10530,15000,503250,4777500
RT17195,14250,185250,2280000
ED213134,93000,317250,3360750
VL62588,18000,322500,2694000
XC44633,290250,1483500,8230500
VL111266,38250,536250,4855500
VL57177,38250,243750,2171250
AR129614,372000,1437750,6237750
ED10412,151500,723000,4740750
VL217006,99750,350250,2478750
RT76424,750,117750,1125000
ED123619,18750,534000,5341500
ED42680,81750,422250,3752250
ED198201,62250,307500,3682500
AR133549,37500,264750,2874750
KJ207380,267750,909000,4099500
VL125197,148500,435750,1392750
ED76418,216000,1250250,7531500
XC121228,9000,112500,759750
XC17088,292500,1249500,6950250
FT210774,57000,399000,3267750
KJ198727,267750,918750,4397250
KJ68634,174000,915000,5094750
RT163431,5250,37500,1236750
VL55003,10500,154500,2439000
ED19939,83250,489750,4766250
RT186245,2250,273000,2817750
RT81472,54750,254250,2877000
XC175230,141750,711750,4527000
VL36120,442500,1591500,6261000
KJ109712,175500,795000,4120500
RY211991,750,1500,466500
KJ35318,33750,297000,2822250
FT133844,205500,805500,4554000
KJ172956,1500,11250,1294500
XC100256,2250,123750,1691250
FT173542,53250,351750,2896500
FT21538,30750,326250,2146500
ED127471,15000,102750,897750
RY155625,33750,217500,2326500
RY71257,3750,7500,519000
VL216365,5250,35250,1007250
KJ152505,4500,9000,168750
RY143581,20250,236250,2299500
RY148111,118500,791250,4559250
RY152201,75750,771750,4790250
RY1863,4500,24000,657000
VL86532,364500,1209750,4773750
XC195662,9000,186750,1803000
AR216875,5250,243750,2253000
FT62194,290250,830250,3312750
RT163863,6000,125250,1229250
ED52437,12750,63000,402750
FT202934,750,1500,107250
VL41617,143250,725250,4805250
VL7836,750,31500,684000
ED115512,67500,318750,2067750
VL182170,49500,190500,1927500
AR106371,117000,513000,2814000
FT152237,68250,244500,1689000
FT67667,135000,596250,2827500
ED111373,243000,1098000,5182500
FT148077,3750,7500,460500
RY54601,3750,106500,2361000
XC143558,4500,162750,1760250
XC170757,91500,276000,1134000
RY98899,59250,698250,4146750
XC167675,89250,645000,3567000
AR102234,98250,423000,2937750
ED9070,6000,133500,1431000
KJ117878,147000,450000,2102250
FT11648,6750,61500,1579500
KJ29942,54000,336750,2869500
XC13230,2250,234000,2836500
KJ96057,8250,146250,2239500
KJ143494,57000,357000,2373750
AR193358,3000,194250,1522500
ED63079,3000,210000,2439000
KJ134886,3000,6750,339000
VL80550,48000,459000,3349500
RT130572,3750,85500,536250
VL184386,51000,327750,2029500
XC12984,115500,540750,3358500
AR162532,4500,84000,1281000
FT208307,183000,773250,3473250
VL187059,125250,636750,3474000
AR126068,45000,180000,1254000
VL163057,31500,215250,2047500
AR203634,66000,521250,3115500
FT219256,3750,14250,160500
RT175199,48000,516750,3285000
ED98583,95250,632250,4300500
KJ93373,28500,382500,3076500
RT211435,9000,105000,1262250
AR79037,8250,87000,1017000
FT143774,8250,16500,33000
FT44831,333000,1092000,4708500
KJ154477,29250,664500,4788750
RY4504,62250,558750,4122750
ED203863,96000,584250,2778750
FT192541,93750,361500,2394750
FT60379,57750,345000,2898750
FT88266,106500,383250,2328000
VL46087,55500,282750,1716750
AR8490,109500,327750,1753500
ED65716,31500,290250,1970250
XC84781,139500,485250,3095250
AR70540,5250,10500,519750
RT201106,30000,155250,1205250
RY47302,127500,561750,3139500
RY61044,280500,845250,3553500
AR110054,8250,24000,823500
RY168754,151500,723750,3924000
RY193639,82500,320250,2392500
RY206421,292500,1104750,5077500
KJ11954,141000,476250,2262750
VL3281,28500,220500,1171500
XC6920,47250,368250,2525250
XC193492,66000,240000,1372500
RY75467,181500,678000,3279750
XC191448,198000,740250,4000500
RY194513,8250,16500,630750
AR100141,3000,18750,550500
RT79219,163500,790500,4218750
ED94401,3750,39750,906750
AR136191,110250,375000,1728750
FT206176,15000,80250,972750
RY171042,6000,92250,1189500
RY77332,100500,395250,2969250
VL108252,118500,656250,3494250
KJ170863,30000,193500,1502250
RT171107,105000,510750,2496750
AR130050,107250,404250,1521000
ED139831,8250,16500,48000
ED28934,30750,87000,556500
ED6563,15750,56250,186000
RY196993,30000,210000,1814250
XC175467,174000,697500,3865500
KJ175346,87750,450000,2594250
RY48915,90750,334500,2010000
VL159174,2250,23250,479250
KJ123342,11250,64500,651750
AR92497,53250,269250,2115000
XC153057,105750,317250,1410000
RT189618,63000,172500,1456500
RY196318,95250,432750,2294250
VL141754,8250,207000,1188000
AR47922,77250,530250,5691750
RT193563,89250,658500,4488750
AR188882,144000,665250,5262750
AR197555,4500,24750,3516000
FT8481,59250,231750,3570750
RY89250,49500,278250,3054750
VL215465,20250,239250,2266500
XC205354,8250,61500,1383750
RT29651,16500,392250,3462750
RY66542,225000,936750,6764250
KJ174966,6750,55500,1925250
RT125911,6750,30750,1443750
ED166468,750,209250,2847000
ED170885,279750,1470750,9914250
FT19350,7500,54000,1683000
FT37351,201750,761250,5298000
FT63152,105750,766500,4717500
FT72122,419250,1794750,8640750
KJ135007,3750,345750,2617500
RY53247,2250,153750,1696500
VL121510,206250,1065750,5412000
VL81219,12000,426750,5192250
RT155876,271500,1599750,8847750
RY110183,65250,416250,4933500
ED177526,93000,467250,5004750
KJ54323,90000,475500,2858250
FT165805,6000,12000,486750
FT16059,218250,1044000,5443500
VL60644,93000,1326750,8681250
ED199500,81750,369000,3000000
KJ95011,7500,193500,2266500
FT99059,186000,957000,5222250
KJ200283,1500,243000,3064500
XC151824,231750,1449000,9025500
AR57408,9750,231000,2831250
ED109463,113250,435750,2292750
XC117839,93750,395250,2957250
XC22529,2250,354000,4363500
AR99,222000,1355250,8736000
AR135906,46500,213750,1184250
AR96078,4500,68250,1074000
RY56285,4500,172500,2166750
VL86294,116250,834750,6871500
ED36877,17250,474750,5079000
FT216775,463500,2030250,10534500
RT155660,68250,412500,3000750
AR128925,361500,1337250,7089750
KJ79468,314250,1023000,4649250
FT37085,135000,711000,4337250
RY161782,8250,16500,283500
FT12596,1500,55500,1983750
FT164439,187500,873750,5111250
XC212351,18000,315000,3432750
AR35429,334500,1043250,4192500
ED144033,126750,412500,3357750
RT176320,87000,306750,2049000
RY78358,3750,168000,2307000
XC38445,4500,225750,1257750
VL149509,544500,2412000,10429500
FT198302,6000,64500,1457250
ED73265,111000,813000,5319000
XC51920,32250,143250,1083750
XC182533,73500,281250,1908750
AR131373,126000,1113000,8168250
RY196773,7500,390750,3794250
VL142540,269250,1063500,5130000
XC152408,594750,2741250,13860750
RY107743,322500,1336500,6068250
RY167682,135750,861000,6224250
FT75712,2250,4500,847500
RT186043,202500,867750,5563500
RT21770,87750,348750,1752750
ED81900,39000,239250,2970000
KJ41699,3750,310500,2566500
ED121503,270750,1072500,4237500
XC35978,4500,9000,491250
FT102326,49500,532500,5243250
ED169294,6000,34500,970500
FT848,14250,150750,1165500
RY79928,243000,1261500,6417000
VL207558,229500,1335000,6095250
AR94185,469500,2050500,9789750
FT41126,10500,574500,4350000
RY65401,185250,663750,4479750
ED72155,46500,639000,4826250
FT72750,235500,869250,3290250
